dataset,backbone,sample_index,user_id,timestamp,outcome,label_poi_id,label_category_name,previous_category_name,model_top1_poi_id,model_top1_category_name,final_top1_poi_id,final_top1_category_name,base_rank,final_rank,rank_improvement,model_rule_top1_disagree,model_margin,rule_margin,final_margin,target_distance_km,target_spatial,target_temporal,target_category_transition,target_user_preference,target_popularity
ca,R0,330,267,2010-09-30 16:46:51,broken_top1,3826,"[{'url': '/categories/106', 'name': 'Grocery'}]","[{'url': '/categories/433', 'name': 'Starbucks'}]",3826,"[{'url': '/categories/106', 'name': 'Grocery'}]",2361,"[{'url': '/categories/433', 'name': 'Starbucks'}]",1,2,-1,True,0.10693933453189308,0.33085769842491725,0.015255248621307005,0.06583209460170236,0.7913990620525392,0.0414126212574442,0.3751306341151265,0.47244094488188976,0.12344502828796003
ca,R0,2599,3632,2010-10-08 14:29:40,broken_top1,6759,"[{'url': '/categories/123', 'name': 'Breakfast'}]","[{'url': '/categories/90', 'name': 'Modern'}]",6759,"[{'url': '/categories/123', 'name': 'Breakfast'}]",9650,"[{'url': '/categories/90', 'name': 'Modern'}]",1,2,-1,True,0.1032973621813239,0.00968315737741876,0.007991051638413071,12.912928517707163,0.09897699213802995,0.06299634469715468,0.08884289304689252,0.5806451612903226,0.14440824202522387
ca,R0,1228,1221,2010-10-15 20:21:42,broken_top1,1230,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]","[{'url': '/categories/121', 'name': 'Corporate Office'}]",1230,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",9550,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",1,2,-1,True,0.09886355941660951,0.1055228024519137,0.004476686181502321,0.16082151849042295,0.7020396105605313,0.44605410422705916,0.14306721570485664,0.743362831858407,0.8402052891388505
ca,R0,2438,3299,2010-10-13 17:53:37,broken_top1,8837,"[{'url': '/categories/119', 'name': 'Gas & Automotive'}]","[{'url': '/categories/101', 'name': 'Sandwich Shop'}]",8837,"[{'url': '/categories/119', 'name': 'Gas & Automotive'}]",1098,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",1,2,-1,True,0.0970109242175976,0.5926704260080777,0.07540941333882123,20.486497747538206,0.01464902484334299,0.0787357326609359,0.052869028190335836,0.9363295880149811,0.9036203342656112
ca,R0,1986,2332,2010-10-06 03:37:33,broken_top1,3859,"[{'url': '/categories/434', 'name': 'IKEA'}]","[{'url': '/categories/18', 'name': 'Asian Food'}]",3859,"[{'url': '/categories/434', 'name': 'IKEA'}]",4699,"[{'url': '/categories/106', 'name': 'Grocery'}]",1,2,-1,True,0.09577162435513764,0.21217348944044834,0.08154149667158939,16.521769468680954,0.01074646410703583,0.04834921220570837,0.0005310680654182484,0.22556390977443613,1.0
ca,R0,2595,3631,2010-10-01 19:16:30,broken_top1,6615,"[{'url': '/categories/123', 'name': 'Breakfast'}]","[{'url': '/categories/90', 'name': 'Modern'}]",6615,"[{'url': '/categories/123', 'name': 'Breakfast'}]",9650,"[{'url': '/categories/90', 'name': 'Modern'}]",1,2,-1,True,0.07624820147536726,0.17271072177084545,0.018010656983695195,19.0412017147187,0.03302406826269895,0.23284780402961608,0.08899436146817909,0.7428571428571431,0.10642390588661645
ca,R0,2596,3631,2010-10-15 14:36:59,broken_top1,6615,"[{'url': '/categories/123', 'name': 'Breakfast'}]","[{'url': '/categories/90', 'name': 'Modern'}]",6615,"[{'url': '/categories/123', 'name': 'Breakfast'}]",9650,"[{'url': '/categories/90', 'name': 'Modern'}]",1,2,-1,True,0.07470357117989701,0.17271072177084557,0.033190673300841356,19.0412017147187,0.03302406826269895,0.09174671345151732,0.08899436146817909,0.7428571428571431,0.10642390588661645
tky,R0,5454,1763,2013-02-07 11:41:51,improved_non_top1,7724,Café,Train Station,5758,Arcade,635,Electronics Store,19,7,12,True,0.042380606620411654,0.11392405063291133,0.012930957741645432,0.34541228811454894,0.4903342730214636,0.027693333779536373,0.007016033326353701,1.0,0.0
tky,R0,4855,1589,2013-01-22 18:39:26,improved_non_top1,5274,Bar,Bar,7668,Bar,7668,Bar,16,6,10,False,0.5426261200525035,0.09836065573770492,0.6341008960420027,0.0884055000391996,0.9186681689428495,0.006641016713352197,0.18525801120294974,0.9016393442622951,0.0
tky,R0,4858,1589,2013-02-08 21:57:19,improved_non_top1,5274,Bar,Bar,7668,Bar,7668,Bar,14,4,10,False,0.6064260268779096,0.09836065573770492,0.6851408215023276,0.0884055000391996,0.9186801687007236,0.01628007707430081,0.18525614496224327,0.9016393442622951,0.0
tky,R0,1469,483,2013-02-01 19:28:36,improved_non_top1,1617,Train Station,Train Station,212,Train Station,212,Train Station,20,10,10,False,0.13541191696974542,0.05719237435008673,0.14472468088948776,9.724762795850248,7.884944373924232e-05,1.0,1.0,0.8180242634315424,0.6783594705447002
tky,R0,3534,1134,2013-02-14 17:06:12,improved_non_top1,4902,Train Station,Convenience Store,44,Train Station,44,Train Station,20,11,9,False,0.023649068955532537,0.0,0.19160717435705843,14.06074320326208,0.0,1.0,1.0,1.0,0.5601545645149943
tky,R0,4643,1523,2013-02-08 20:46:13,improved_non_top1,911,Train Station,Train Station,111,Train Station,89,Train Station,16,7,9,True,0.11944968591987859,0.22222222222222243,0.059995806819652664,15.77089341035765,1.956725423468801e-06,0.0,0.0,1.0,0.0
tky,R0,58,19,2013-02-05 19:09:00,improved_non_top1,1855,Bookstore,Coffee Shop,5582,Furniture / Home Store,5582,Furniture / Home Store,18,9,9,True,0.4213518950559618,0.04615384615384621,0.3063122852755388,13.816732360270498,3.924818486127533e-06,0.044139371605164374,0.05008517719594281,0.9538461538461538,0.3284991809008725
tky,R0,292,93,2013-01-13 14:21:53,improved_non_top1,144,Train Station,Office,635,Electronics Store,635,Electronics Store,16,8,8,True,0.11739766767775861,0.7727272727272727,0.06361510383917657,0.14934510745571514,0.6118205528234708,1.0,1.0,1.0,1.0
tky,R0,2629,846,2013-01-27 16:40:39,improved_non_top1,467,Department Store,Department Store,3413,Clothing Store,3413,Clothing Store,19,11,8,True,0.25215053508955276,0.0,0.07766979516024985,0.0,1.0,0.3349756837453337,1.0,0.9620253164556961,0.22775106568651313
tky,R0,4395,1433,2013-02-08 16:12:44,improved_non_top1,45,Train Station,Train Station,635,Electronics Store,635,Electronics Store,15,7,8,True,0.4552726505950109,0.09582309582309578,0.2020823831313152,2.0143867282067887,0.16316498358056733,1.0,1.0,0.85995085995086,0.8320051867218738
tky,R0,6449,2068,2013-01-18 21:15:49,worsened_non_top1,7267,Sushi Restaurant,Subway,286,Train Station,286,Train Station,6,19,-13,False,0.20474000539026815,0.15232722143864597,0.3147087885153175,15.704698102548269,0.025066058411524057,0.0,0.0,0.0,0.0
tky,R0,3908,1268,2013-01-16 07:30:13,worsened_non_top1,6597,Convenience Store,Train Station,214,Train Station,214,Train Station,8,19,-11,False,0.25496708664348633,0.021516393442623016,0.20827694800331364,3.385347392211168,0.3595160618601429,0.054698127966383216,0.0,0.0276639344262295,0.0
tky,R0,4833,1580,2013-01-28 08:44:33,worsened_non_top1,2090,General College & University,Train Station,1164,Train Station,1164,Train Station,10,18,-8,False,0.4286777975212199,0.0,0.36085268577817,0.33422741636940734,0.9133603209266482,0.0007493061867320271,0.0,0.1492537313432836,0.0
tky,R0,6304,2020,2013-01-22 14:27:26,worsened_non_top1,193,Electronics Store,Subway,842,Subway,842,Subway,12,20,-8,False,0.35213155619765224,0.2017001545595054,0.477532138312063,5.267569510330199,0.35180096408916905,0.07344696267592095,0.027778353046699983,0.0,0.3139552988258328
tky,R0,6753,2183,2013-01-22 18:26:49,worsened_non_top1,354,Subway,Café,89,Train Station,89,Train Station,3,10,-7,True,0.4604929307431056,0.2525050100200401,0.3178933425904764,5.939497791625204,0.002865656891909642,0.2583719508170573,0.28140527723805075,0.0,0.5581759371043905
tky,R0,1135,377,2013-02-02 12:58:50,worsened_non_top1,2799,Light Rail,Airport,45,Train Station,45,Train Station,13,20,-7,False,0.32250861561875654,0.0,0.2580068924950052,12.034937993357566,0.00020272917920373233,0.029903812722019547,0.16143300450224118,0.0,0.39510324182301954
tky,R0,803,261,2013-01-18 14:55:16,worsened_non_top1,7705,Electronics Store,Coffee Shop,148,Train Station,148,Train Station,9,16,-7,False,0.3089958233448017,0.0480320213475649,0.2568030629453544,0.3240614121766303,0.9673112069182487,0.07098513020670422,0.08987424583387613,0.018679119412941963,0.433828513018829
tky,R0,4968,1627,2013-01-13 17:53:39,worsened_non_top1,7308,Bus Station,Train Station,750,Train Station,750,Train Station,9,16,-7,False,0.3031099571069752,0.018145161290322398,0.2461169979436446,0.15530877464881349,0.9342678273545149,0.0,0.0,0.0,0.0
tky,R0,4932,1607,2013-02-14 21:04:49,worsened_non_top1,7392,Bookstore,Train Station,212,Train Station,212,Train Station,10,17,-7,False,0.2856329166230489,0.03596127247579528,0.39171518530397165,5.129881827299621,0.18580989537492912,0.01401144115969025,0.004925424539485356,0.0,0.32211547484888037
tky,R0,2645,849,2013-01-30 23:16:18,worsened_non_top1,5117,Fast Food Restaurant,Train Station,6792,Restaurant,6792,Restaurant,8,15,-7,True,0.2689862326728961,0.09999999999999998,0.19518898613831703,10.153051874337669,0.11002210900950099,0.016121351517674763,0.012185833119728576,0.3,0.0
tky,R0,306,97,2013-01-13 07:14:45,corrected_top1,2416,Train Station,Convenience Store,5060,Bar,2416,Train Station,4,1,3,True,0.04230324097806626,0.04054054054054068,0.07422466469883238,0.07793617968036462,0.9156153575971773,1.0,1.0,1.0,0.3001187744277192
tky,R0,817,263,2013-02-05 20:57:51,corrected_top1,222,Train Station,College Academic Building,5461,College Academic Building,222,Train Station,4,1,3,True,0.029830503728179303,0.5835777126099707,0.07127781343650486,0.7861162569939728,0.14416845803280404,1.0,0.524637873214365,1.0,1.0
tky,R0,2046,656,2013-01-27 12:56:50,corrected_top1,7635,Residential Building (Apartment / Condo),Residential Building (Apartment / Condo),5782,Miscellaneous Shop,7635,Residential Building (Apartment / Condo),4,1,3,True,0.02295929044883871,0.4431372549019609,0.029902078271992094,0.0,1.0,0.0,0.2815215627611232,1.0,0.2426393077706068
tky,R0,2169,701,2013-02-01 21:26:10,corrected_top1,144,Train Station,Office,1725,Chinese Restaurant,144,Train Station,4,1,3,True,0.03863052520417143,0.7692307692307693,0.041050358721131164,0.14934510745571514,0.269500208613222,1.0,1.0,1.0,1.0
tky,R0,2419,781,2013-01-18 14:32:59,corrected_top1,45,Train Station,Gift Shop,6794,Gift Shop,45,Train Station,4,1,3,True,0.05965250843032033,0.007887817703768674,0.009079552405263591,0.24694823948656608,0.531577461685524,1.0,1.0,1.0,0.8502714309893377
tky,R0,4095,1333,2013-01-26 18:16:33,corrected_top1,574,Subway,Train Station,656,Train Station,574,Subway,4,1,3,True,0.046982463942083275,0.05213270142180093,0.026253272627328572,4.777577802912731,0.058603008300761116,0.13316368969661904,0.0773400814176292,1.0,0.43722153370198863
tky,R0,51,18,2013-01-25 20:34:36,corrected_top1,131,Train Station,Train Station,4120,Food & Drink Shop,131,Train Station,3,1,2,True,0.03258755998882046,0.1114864864864864,0.13393882170327331,9.406335704349027,0.02224774851090699,1.0,1.0,1.0,0.6582022067755728
tky,R0,173,55,2013-02-05 19:05:45,corrected_top1,111,Train Station,Train Station,3166,Office,111,Train Station,3,1,2,True,0.054122111367127634,0.06837606837606836,0.048340446193406494,3.324017708780973,0.22562018971524886,1.0,1.0,1.0,0.7823620402176346
tky,R0,650,209,2013-01-13 11:26:23,corrected_top1,3237,Train Station,Gym / Fitness Center,372,Mall,3237,Train Station,3,1,2,True,0.040835810541469564,0.268041237113402,0.04897933221917328,0.4946947686667608,0.3678794411713024,1.0,1.0,1.0,0.44457013876049123
tky,R0,749,244,2013-02-03 16:40:20,corrected_top1,6560,Bar,Train Station,44,Train Station,6560,Bar,3,1,2,True,0.10969154361566757,0.30000000000000004,0.06743058801515622,4.935625712528613,0.018811815519076354,0.002115462496031355,0.001987185440733801,1.0,0.0
tky,R0,3665,1184,2013-01-28 09:10:23,broken_top1,4331,Subway,Subway,4331,Subway,6946,Train Station,1,4,-3,True,0.08526530961132017,0.009109311740890691,0.055105917754307954,3.5155075541440217,2.8656441803360913e-07,0.2989119638384525,1.0,0.18421052631578944,0.12937248430461298
tky,R0,3850,1247,2013-02-08 20:05:44,broken_top1,3143,Movie Theater,Mall,3143,Movie Theater,7137,Other Nightlife,1,4,-3,True,0.023620856534876,0.11111111111111105,0.06193758044055231,0.09369047247563957,0.9281155966952372,0.002636157022251286,0.02993257371211175,0.0529100529100529,0.22770952661140967
tky,R0,5058,1643,2013-02-08 19:08:00,broken_top1,1061,Food & Drink Shop,Train Station,1061,Food & Drink Shop,1623,Train Station,1,3,-2,True,0.16435876204314281,0.023823529411764688,0.0289686343633363,0.06026512704195411,0.9678839314450565,0.043572702126015696,0.015555637259497632,0.041176470588235294,0.1429146138727552
tky,R0,2840,910,2013-02-14 19:09:41,broken_top1,5641,Convenience Store,Train Station,5641,Convenience Store,3548,Train Station,1,3,-2,True,0.13827638189967106,0.00499168053244603,0.013654853774077491,0.044873942452846725,0.9705199667060678,0.03953656164633113,0.03007690948935584,0.11647254575707151,0.16988429290608803
tky,R0,6030,1954,2013-01-18 21:19:29,broken_top1,6520,Hobby Shop,Gym / Fitness Center,6520,Hobby Shop,2914,Subway,1,3,-2,True,0.1356610904077018,0.013863216266173706,0.021487413258836185,0.8970198176161772,0.5162542195844297,0.07157381252107058,0.017779240505641683,0.06469500924214418,0.9692881815461244
tky,R0,4332,1410,2013-01-28 17:45:23,broken_top1,461,Miscellaneous Shop,Arcade,461,Miscellaneous Shop,726,Subway,1,3,-2,True,0.09041382709517487,0.13599062133645956,0.003509576865010633,0.015979892010288387,1.0,0.01303238540713346,0.017937501242410524,0.14888628370457213,0.05503583717570622
tky,R0,610,191,2013-01-31 10:07:27,broken_top1,3934,Arcade,Train Station,3934,Arcade,668,Train Station,1,3,-2,True,0.079789787395111,0.061046511627906974,0.00020559199819536467,0.136099999498208,0.9316636738662087,0.0,0.006302886721867325,0.2616279069767442,0.0
tky,R0,4379,1426,2013-02-07 14:55:30,broken_top1,5578,Office,Train Station,5578,Office,436,Subway,1,3,-2,True,0.07602419646694547,0.007194244604316502,0.06940921388591004,2.545200394835218,0.06495188823361676,0.04091491415367149,0.010276817448825509,0.27697841726618705,0.0
tky,R0,2599,826,2013-01-29 08:50:22,broken_top1,848,Office,Train Station,848,Office,664,Train Station,1,3,-2,True,0.06676163007569713,0.024691358024691357,0.0434971218729272,0.7379845744643726,0.8126383129502142,0.06436381268178946,0.004168271714562871,0.3840877914951989,0.2963465179803282
tky,R0,2605,828,2013-01-18 18:26:21,broken_top1,620,General Entertainment,Road,620,General Entertainment,5620,Train Station,1,3,-2,True,0.058743262292755505,0.014962593516209544,0.09956017988856225,0.7302170636582168,0.7684006643337346,0.0005546252583384057,0.0,0.11221945137157108,0.33257894983361347
